ticker,Name,Sector,Industry
COST,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores
COT,Cott Corporation,Consumer Non-Durables,Beverages (Production/Distribution)
COTY,Coty Inc.,Consumer Non-Durables,Package Goods/Cosmetics
COUP,Coupa Software Incorporated,Technology,Computer Software: Prepackaged Software
CUZ,Cousins Properties Incorporated,Consumer Services,Real Estate Investment Trusts
CVA,Covanta Holding Corporation,Basic Industries,Electric Utilities: Central
CVTI,"Covenant Transportation Group, Inc.",Transportation,Trucking Freight/Courier Services
COWN,Cowen Inc.,Finance,Investment Bankers/Brokers/Service
CPF,CPB Inc.,Finance,Major Banks
CPL,CPFL Energia S.A.,Public Utilities,Electric Utilities: Central
CRAI,"CRA International,Inc.",Miscellaneous,Other Consumer Services
CBRL,"Cracker Barrel Old Country Store, Inc.",Consumer Services,Restaurants
BREW,"Craft Brew Alliance, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
CR,Crane Company,Capital Goods,Metal Fabrications
CRAY,Cray Inc,Technology,Computer Manufacturing
BAP,Credicorp Ltd.,Finance,Commercial Banks
CACC,Credit Acceptance Corporation,Finance,Finance: Consumer Services
CS,Credit Suisse Group,Finance,Investment Bankers/Brokers/Service
CREE,"Cree, Inc.",Technology,Semiconductors
CPG,Crescent Point Energy Corporation,Energy,Oil & Gas Production
CEQP,Crestwood Equity Partners LP,Consumer Services,Other Consumer Services
CRESY,Cresud S.A.C.I.F. y A.,Finance,Real Estate
CRH,CRH PLC,Capital Goods,Building Materials
CRTO,Criteo S.A.,Technology,Advertising
CROX,"Crocs, Inc.",Consumer Non-Durables,Shoe Manufacturing
CCRN,"Cross Country Healthcare, Inc.",Technology,Professional Services
CAPL,CrossAmerica Partners LP,Energy,Oil Refining/Marketing
CCI,Crown Castle International Corporation,Consumer Services,Real Estate Investment Trusts
CRY,"CryoLife, Inc.",Health Care,Medical/Dental Instruments
CSGS,"CSG Systems International, Inc.",Technology,EDP Services
CCLP,CSI Compressco LP,Energy,Oilfield Services/Equipment
CSX,CSX Corporation,Transportation,Railroads
CTIC,CTI BioPharma Corp.,Health Care,Major Pharmaceuticals
CTRP,"Ctrip.com International, Ltd.",Miscellaneous,Business Services
CTS,CTS Corporation,Technology,Electrical Products
CUBE,CubeSmart,Consumer Services,Real Estate Investment Trusts
CUB,Cubic Corporation,Capital Goods,Industrial Machinery/Components
CUI,"CUI Global, Inc.",Consumer Non-Durables,Electronic Components
CFR,"Cullen/Frost Bankers, Inc.",Finance,Major Banks
CPIX,Cumberland Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
CMI,Cummins Inc.,Energy,Industrial Machinery/Components
CRIS,"Curis, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CW,Curtiss-Wright Corporation,Technology,Industrial Machinery/Components
CUBI,"Customers Bancorp, Inc",Finance,Major Banks
CVBF,CVB Financial Corporation,Finance,Major Banks
CVI,CVR Energy Inc.,Energy,Integrated oil Companies
UAN,"CVR Partners, LP",Basic Industries,Agricultural Chemicals
CVRR,"CVR Refining, LP",Energy,Integrated oil Companies
CVS,CVS Health Corporation,Health Care,Medical/Nursing Services
CYBR,CyberArk Software Ltd.,Technology,Computer Software: Prepackaged Software
CBAY,CymaBay Therapeutics Inc.,Health Care,Major Pharmaceuticals
CY,Cypress Semiconductor Corporation,Technology,Semiconductors
CONE,CyrusOne Inc,Consumer Services,Real Estate Investment Trusts
CYS,"CYS Investments, Inc.",Consumer Services,Real Estate Investment Trusts
CYTK,"Cytokinetics, Incorporated",Health Care,Major Pharmaceuticals
CYTX,Cytori Therapeutics Inc,Health Care,Medical/Dental Instruments
CTSO,Cytosorbents Corporation,Health Care,Medical/Dental Instruments
CYTR,CytRx Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DHI,"D.R. Horton, Inc.",Capital Goods,Homebuilding
DAN,Dana Incorporated,Capital Goods,Auto Parts:O.E.M.
DHR,Danaher Corporation,Capital Goods,Industrial Machinery/Components
DQ,DAQO New Energy Corp.,Technology,Semiconductors
DRI,"Darden Restaurants, Inc.",Consumer Services,Restaurants
DAR,Darling Ingredients Inc.,Consumer Non-Durables,Packaged Foods
DWCH,Datawatch Corporation,Technology,Computer Software: Prepackaged Software
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",Consumer Services,Restaurants
DVA,DaVita Inc.,Health Care,Hospital/Nursing Management
DWSN,Dawson Geophysical Company,Energy,Oil & Gas Production
DBVT,DBV Technologies S.A.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DCT,DCT Industrial Trust Inc,Consumer Services,Real Estate Investment Trusts
DDR,DDR Corp.,Consumer Services,Real Estate Investment Trusts
DF,Dean Foods Company,Consumer Non-Durables,Packaged Foods
DECK,Deckers Outdoor Corporation,Consumer Non-Durables,Shoe Manufacturing
DE,Deere & Company,Capital Goods,Industrial Machinery/Components
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",Consumer Services,Restaurants
DKL,"Delek Logistics Partners, L.P.",Energy,Natural Gas Distribution
DK,"Delek US Holdings, Inc.",Energy,Integrated oil Companies
DLPH,Delphi Automotive plc,Capital Goods,Auto Parts:O.E.M.
DAL,"Delta Air Lines, Inc.",Transportation,Air Freight/Delivery Services
DEL,Deltic Timber Corporation,Basic Industries,Forest Products
DNR,Denbury Resources Inc.,Energy,Oil & Gas Production
DNN,Denison Mine Corp,Basic Industries,Precious Metals
DENN,Denny&#39;s Corporation,Consumer Services,Restaurants
XRAY,DENTSPLY SIRONA Inc.,Health Care,Medical/Dental Instruments
DEPO,"Depomed, Inc.",Health Care,Major Pharmaceuticals
DERM,"Dermira, Inc.",Health Care,Major Pharmaceuticals
DEST,Destination Maternity Corporation,Consumer Services,Clothing/Shoe/Accessory Stores
DXLG,"Destination XL Group, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
DB,Deutsche Bank AG,Finance,Major Banks
DVN,Devon Energy Corporation,Energy,Oil & Gas Production
DXCM,"DexCom, Inc.",Health Care,Medical/Dental Instruments
DHX,"DHI Group, Inc.",Miscellaneous,Business Services
DHT,"DHT Holdings, Inc.",Transportation,Marine Transportation
DEO,Diageo plc,Consumer Non-Durables,Beverages (Production/Distribution)
DO,"Diamond Offshore Drilling, Inc.",Energy,Oil & Gas Production
FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas Production
DRH,Diamondrock Hospitality Company,Consumer Services,Real Estate Investment Trusts
DSX,Diana Shipping inc.,Transportation,Marine Transportation
DRNA,"Dicerna Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
DKS,Dick&#39;s Sporting Goods Inc,Consumer Services,Other Specialty Stores
DBD,Diebold Nixdorf Incorporated,Miscellaneous,Office Equipment/Supplies/Services
DGII,Digi International Inc.,Technology,Computer Communications Equipment
DMRC,Digimarc Corporation,Technology,EDP Services
DRAD,Digirad Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
DLR,"Digital Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts
DDS,"Dillard&#39;s, Inc.",Consumer Services,Department/Specialty Retail Stores
DCOM,"Dime Community Bancshares, Inc.",Finance,Savings Institutions
DIN,"DineEquity, Inc",Consumer Services,Restaurants
DIOD,Diodes Incorporated,Technology,Semiconductors
DPLO,"Diplomat Pharmacy, Inc.",Health Care,Medical/Nursing Services
DFS,Discover Financial Services,Finance,Finance: Consumer Services
DISCA,"Discovery Communications, Inc.",Consumer Services,Television Services
DISCK,"Discovery Communications, Inc.",Consumer Services,Television Services
DISH,DISH Network Corporation,Consumer Services,Television Services
BOOM,DMC Global Inc.,Capital Goods,Industrial Specialties
DLB,Dolby Laboratories,Miscellaneous,Multi-Sector Companies
DG,Dollar General Corporation,Consumer Services,Department/Specialty Retail Stores
DLTR,"Dollar Tree, Inc.",Consumer Services,Department/Specialty Retail Stores
DM,"Dominion Energy Midstream Partners, LP",Public Utilities,Natural Gas Distribution
D,"Dominion Energy, Inc.",Public Utilities,Electric Utilities: Central
DPZ,Domino&#39;s Pizza Inc,Consumer Non-Durables,Food Distributors
UFS,Domtar Corporation,Basic Industries,Paper
DCI,"Donaldson Company, Inc.",Capital Goods,Pollution Control Equipment
DGICA,"Donegal Group, Inc.",Finance,Property-Casualty Insurers
DMLP,"Dorchester Minerals, L.P.",Energy,Oil & Gas Production
LPG,Dorian LPG Ltd.,Transportation,Marine Transportation
DORM,"Dorman Products, Inc.",Capital Goods,Auto Parts:O.E.M.
PLOW,"Douglas Dynamics, Inc.",Capital Goods,Construction/Ag Equipment/Trucks
DEI,"Douglas Emmett, Inc.",Consumer Services,Real Estate Investment Trusts
DOV,Dover Corporation,Technology,Industrial Machinery/Components
DPS,"Dr Pepper Snapple Group, Inc",Consumer Non-Durables,Beverages (Production/Distribution)
RDY,Dr. Reddy&#39;s Laboratories Ltd,Health Care,Major Pharmaceuticals
DRD,DRDGOLD Limited,Basic Industries,Precious Metals
DRQ,"Dril-Quip, Inc.",Energy,Metal Fabrications
DSPG,"DSP Group, Inc.",Technology,Semiconductors
DST,"DST Systems, Inc.",Technology,EDP Services
DSW,DSW Inc.,Consumer Services,Clothing/Shoe/Accessory Stores
DTE,DTE Energy Company,Public Utilities,Electric Utilities: Central
DCO,Ducommun Incorporated,Capital Goods,Military/Government/Technical
DUK,Duke Energy Corporation,Public Utilities,Power Generation
DRE,Duke Realty Corporation,Consumer Services,Real Estate Investment Trusts
DNB,Dun & Bradstreet Corporation (The),Finance,Finance: Consumer Services
DNKN,"Dunkin&#39; Brands Group, Inc.",Consumer Services,Restaurants
DRRX,DURECT Corporation,Health Care,Major Pharmaceuticals
DXPE,"DXP Enterprises, Inc.",Capital Goods,Industrial Machinery/Components
DY,"Dycom Industries, Inc.",Basic Industries,Water Supply
DLNG,Dynagas LNG Partners LP,Consumer Services,Marine Transportation
DVAX,Dynavax Technologies Corporation,Health Care,Major Pharmaceuticals
DYN,Dynegy Inc.,Public Utilities,Electric Utilities: Central
DX,"Dynex Capital, Inc.",Consumer Services,Real Estate Investment Trusts
ETFC,E*TRADE Financial Corporation,Finance,Savings Institutions
SSP,E.W. Scripps Company (The),Consumer Services,Broadcasting
EGBN,"Eagle Bancorp, Inc.",Finance,Major Banks
EGLE,Eagle Bulk Shipping Inc.,Transportation,Marine Transportation
EXP,Eagle Materials Inc,Capital Goods,Building Materials
EGRX,"Eagle Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
EWBC,"East West Bancorp, Inc.",Finance,Major Banks
EGP,"EastGroup Properties, Inc.",Consumer Services,Real Estate Investment Trusts
EMN,Eastman Chemical Company,Basic Industries,Major Chemicals
KODK,Eastman Kodak Company,Miscellaneous,Industrial Machinery/Components
ETN,"Eaton Corporation, PLC",Technology,Industrial Machinery/Components
EV,Eaton Vance Corporation,Finance,Investment Managers
EBAY,eBay Inc.,Miscellaneous,Business Services
EBIX,"Ebix, Inc.",Technology,EDP Services
ECHO,"Echo Global Logistics, Inc.",Transportation,Oil Refining/Marketing
SATS,EchoStar Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
ECR,Eclipse Resources Corporation,Energy,Oil & Gas Production
ECL,Ecolab Inc.,Basic Industries,Package Goods/Cosmetics
EC,Ecopetrol S.A.,Energy,Oil & Gas Production
EDAP,EDAP TMS S.A.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EIX,Edison International,Public Utilities,Electric Utilities: Central
EDR,Education Realty Trust Inc.,Consumer Services,Real Estate Investment Trusts
EW,Edwards Lifesciences Corporation,Health Care,Industrial Specialties
EGAN,eGain Corporation,Technology,Computer Software: Prepackaged Software
EGLT,Egalet Corporation,Health Care,Major Pharmaceuticals
EHTH,"eHealth, Inc.",Finance,Specialty Insurers
EE,El Paso Electric Company,Public Utilities,Electric Utilities: Central
LOCO,"El Pollo Loco Holdings, Inc.",Consumer Services,Restaurants
EGO,Eldorado Gold Corporation,Basic Industries,Precious Metals
ERI,"Eldorado Resorts, Inc.",Consumer Services,Hotels/Resorts
ESIO,"Electro Scientific Industries, Inc.",Miscellaneous,Industrial Machinery/Components
EA,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software
EFII,"Electronics for Imaging, Inc.",Technology,Computer Communications Equipment
EBIO,"Eleven Biotherapeutics, Inc.",Health Care,Major Pharmaceuticals
LLY,Eli Lilly and Company,Health Care,Major Pharmaceuticals
ELLI,"Ellie Mae, Inc.",Technology,Computer Software: Prepackaged Software
EFC,Ellington Financial LLC,Finance,Real Estate
EMAN,eMagin Corporation,Technology,Semiconductors
ERJ,Embraer-Empresa Brasileira de Aeronautica,Capital Goods,Aerospace
EMCI,EMC Insurance Group Inc.,Finance,Property-Casualty Insurers
EME,"EMCOR Group, Inc.",Capital Goods,Engineering & Construction
EMKR,EMCORE Corporation,Technology,Semiconductors
EMES,Emerge Energy Services LP,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
EBS,"Emergent Biosolutions, Inc.",Health Care,Major Pharmaceuticals
EMR,Emerson Electric Company,Energy,Consumer Electronics/Appliances
EMMS,Emmis Communications Corporation,Consumer Services,Broadcasting
ESRT,"Empire State Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts
EIG,Employers Holdings Inc,Finance,Property-Casualty Insurers
ENBL,"Enable Midstream Partners, LP",Public Utilities,Natural Gas Distribution
ENTA,"Enanta Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
EEQ,Enbridge Energy Management LLC,Energy,Oil & Gas Production
EEP,"Enbridge Energy, L.P.",Energy,Natural Gas Distribution
ENB,Enbridge Inc,Energy,Natural Gas Distribution
ECA,Encana Corporation,Energy,Oil & Gas Production
ECPG,Encore Capital Group Inc,Finance,Finance Companies
WIRE,Encore Wire Corporation,Capital Goods,Metal Fabrications
EXK,Endeavour Silver Corporation,Basic Industries,Precious Metals
ENDP,Endo International plc,Health Care,Major Pharmaceuticals
ECYT,"Endocyte, Inc.",Health Care,Major Pharmaceuticals
ELGX,"Endologix, Inc.",Health Care,Medical/Dental Instruments
EIGI,"Endurance International Group Holdings, Inc.",Technology,Computer Software: Prepackaged Software
NDRO,Enduro Royalty Trust,Energy,Oil & Gas Production
EGN,Energen Corporation,Energy,Oil & Gas Production
ENR,"Energizer Holdings, Inc.",Miscellaneous,Industrial Machinery/Components
WATT,Energous Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
UUUU,Energy Fuels Inc,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
ERII,"Energy Recovery, Inc.",Technology,Industrial Machinery/Components
ETE,"Energy Transfer Equity, L.P.",Public Utilities,Natural Gas Distribution
ETP,"Energy Transfer Partners, L.P.",Energy,Natural Gas Distribution
EXXI,"Energy XXI Gulf Coast, Inc.",Energy,Oil & Gas Production
ERF,Enerplus Corporation,Energy,Oil & Gas Production
ENS,Enersys,Consumer Non-Durables,Telecommunications Equipment
EGL,"Engility Holdings, Inc.",Consumer Services,Military/Government/Technical
ENG,ENGlobal Corporation,Consumer Services,Military/Government/Technical
E,ENI S.p.A.,Energy,Oil & Gas Production
ENLK,"EnLink Midstream Partners, LP",Public Utilities,Natural Gas Distribution
ENLC,"EnLink Midstream, LLC",Public Utilities,Natural Gas Distribution
EBF,"Ennis, Inc.",Consumer Services,Office Equipment/Supplies/Services
ENVA,"Enova International, Inc.",Finance,Finance: Consumer Services
ENPH,"Enphase Energy, Inc.",Technology,Semiconductors
NPO,EnPro Industries,Basic Industries,Metal Fabrications
ESV,ENSCO plc,Energy,Oil & Gas Production
ENTG,"Entegris, Inc.",Consumer Non-Durables,Plastic Products
ETM,Entercom Communications Corporation,Consumer Services,Broadcasting
ETR,Entergy Corporation,Public Utilities,Electric Utilities: Central
EFSC,Enterprise Financial Services Corporation,Finance,Major Banks
EPD,Enterprise Products Partners L.P.,Public Utilities,Natural Gas Distribution
EVC,Entravision Communications Corporation,Consumer Services,Broadcasting
EGI,Entree Resources Ltd.,Basic Industries,Precious Metals
ENV,"Envestnet, Inc",Miscellaneous,Business Services
EVHC,Envision Healthcare Corporation,Health Care,Medical/Nursing Services
ENZ,"Enzo Biochem, Inc.",Health Care,Medical Specialities
EOG,"EOG Resources, Inc.",Energy,Oil & Gas Production
EPE,EP Energy Corporation,Energy,Oil & Gas Production
EPAM,"EPAM Systems, Inc.",Technology,EDP Services
EPZM,"Epizyme, Inc.",Health Care,Major Pharmaceuticals
EPR,EPR Properties,Consumer Services,Real Estate Investment Trusts
EQT,EQT Corporation,Energy,Oil & Gas Production
EQM,"EQT Midstream Partners, LP",Public Utilities,Natural Gas Distribution
EFX,"Equifax, Inc.",Finance,Finance: Consumer Services
EQIX,"Equinix, Inc.",Consumer Services,Real Estate Investment Trusts
EQC,Equity Commonwealth,Consumer Services,Real Estate Investment Trusts
ELS,"Equity Lifestyle Properties, Inc.",Consumer Services,Real Estate Investment Trusts
EQR,Equity Residential,Consumer Services,Real Estate Investment Trusts
ERA,"Era Group, Inc.",Transportation,Transportation Services
ERIC,Ericsson,Technology,Radio And Television Broadcasting And Communications Equipment
ERIE,Erie Indemnity Company,Finance,Specialty Insurers
EROS,Eros International PLC,Consumer Services,Movies/Entertainment
ESCA,"Escalade, Incorporated",Consumer Non-Durables,Recreational Products/Toys
ESPR,"Esperion Therapeutics, Inc.",Health Care,Major Pharmaceuticals
ESNT,Essent Group Ltd.,Finance,Property-Casualty Insurers
ESS,"Essex Property Trust, Inc.",Consumer Services,Real Estate Investment Trusts
EL,"Estee Lauder Companies, Inc. (The)",Consumer Non-Durables,Package Goods/Cosmetics
ESL,Esterline Technologies Corporation,Capital Goods,Industrial Machinery/Components
EEFT,"Euronet Worldwide, Inc.",Finance,Investment Bankers/Brokers/Service
EVEP,"EV Energy Partners, L.P.",Energy,Oil & Gas Production
EVR,Evercore Inc.,Finance,Investment Managers
RE,"Everest Re Group, Ltd.",Finance,Property-Casualty Insurers
EVTC,"Evertec, Inc.",Technology,EDP Services
EVLV,EVINE Live Inc.,Consumer Services,Catalog/Specialty Distribution
EPM,"Evolution Petroleum Corporation, Inc.",Energy,Oil & Gas Production
EVOL,"Evolving Systems, Inc.",Technology,EDP Services
EXAS,Exact Sciences Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXAC,"Exactech, Inc.",Health Care,Industrial Specialties
XCO,EXCO Resources NL,Energy,Oil & Gas Production
EXEL,"Exelixis, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXC,Exelon Corporation,Public Utilities,Power Generation
EXLS,"ExlService Holdings, Inc.",Miscellaneous,Business Services
EXPE,"Expedia, Inc.",Consumer Services,Transportation Services
EXPD,"Expeditors International of Washington, Inc.",Transportation,Oil Refining/Marketing
EXPO,"Exponent, Inc.",Consumer Services,Professional Services
ESRX,Express Scripts Holding Company,Health Care,Medical/Nursing Services
EXPR,"Express, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
STAY,"Extended Stay America, Inc.",Consumer Services,Hotels/Resorts
EXR,Extra Space Storage Inc,Consumer Services,Real Estate Investment Trusts
EXTR,"Extreme Networks, Inc.",Technology,Computer Communications Equipment
XOM,Exxon Mobil Corporation,Energy,Integrated oil Companies
EZPW,"EZCORP, Inc.",Consumer Services,Other Specialty Stores
FNB,F.N.B. Corporation,Finance,Major Banks
FFIV,"F5 Networks, Inc.",Technology,Computer Communications Equipment
FN,Fabrinet,Public Utilities,Telecommunications Equipment
FB,"Facebook, Inc.",Technology,"Computer Software: Programming, Data Processing"
FDS,FactSet Research Systems Inc.,Technology,"Computer Software: Programming, Data Processing"
FICO,Fair Isaac Corporation,Miscellaneous,Business Services
FMSA,Fairmount Santrol Holdings Inc.,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SFUN,Fang Holdings Limited,Technology,EDP Services
FMNB,Farmers National Banc Corp.,Finance,Major Banks
FPI,Farmland Partners Inc.,Consumer Services,Real Estate Investment Trusts
FARO,"FARO Technologies, Inc.",Capital Goods,Industrial Machinery/Components
FAST,Fastenal Company,Consumer Services,RETAIL: Building Materials
FATE,"Fate Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FFG,"FBL Financial Group, Inc.",Finance,Life Insurance
FCB,"FCB Financial Holdings, Inc.",Finance,Major Banks
AGM,Federal Agricultural Mortgage Corporation,Finance,Finance Companies
FRT,Federal Realty Investment Trust,Consumer Services,Real Estate Investment Trusts
FSS,Federal Signal Corporation,Capital Goods,Auto Manufacturing
FII,"Federated Investors, Inc.",Finance,Investment Managers
FNHC,Federated National Holding Company,Finance,Property-Casualty Insurers
FDX,FedEx Corporation,Transportation,Air Freight/Delivery Services
FGP,"Ferrellgas Partners, L.P.",Consumer Services,Other Specialty Stores
FOE,Ferro Corporation,Basic Industries,Paints/Coatings
GSM,Ferroglobe PLC,Capital Goods,Metal Fabrications
FCAU,Fiat Chrysler Automobiles N.V.,Capital Goods,Auto Manufacturing
FBR,Fibria Celulose S.A.,Basic Industries,Paper
FCSC,Fibrocell Science Inc,Health Care,Major Pharmaceuticals
FGEN,"FibroGen, Inc",Health Care,Major Pharmaceuticals
FGL,Fidelity and Guaranty Life,Finance,Life Insurance
FNF,"Fidelity National Financial, Inc.",Finance,Specialty Insurers
FIS,"Fidelity National Information Services, Inc.",Miscellaneous,Business Services
LION,Fidelity Southern Corporation,Finance,Major Banks
FRGI,"Fiesta Restaurant Group, Inc.",Consumer Services,Restaurants
FITB,Fifth Third Bancorp,Finance,Major Banks
FNGN,"Financial Engines, Inc.",Finance,Investment Managers
FISI,"Financial Institutions, Inc.",Finance,Major Banks
FNSR,Finisar Corporation,Technology,Semiconductors
FEYE,"FireEye, Inc.",Technology,Computer peripheral equipment
FAF,First American Corporation (The),Finance,Specialty Insurers
FBNC,First Bancorp,Finance,Major Banks
FNLC,"First Bancorp, Inc (ME)",Finance,Major Banks
FBP,First BanCorp.,Finance,Major Banks
BUSE,First Busey Corporation,Finance,Major Banks
FBIZ,"First Business Financial Services, Inc.",Finance,Major Banks
FCFS,"First Cash, Inc.",Consumer Services,Other Specialty Stores
FCF,First Commonwealth Financial Corporation,Finance,Major Banks
FCBC,"First Community Bancshares, Inc.",Finance,Major Banks
FBNK,"First Connecticut Bancorp, Inc.",Finance,Banks
FFBC,First Financial Bancorp.,Finance,Major Banks
FFIN,"First Financial Bankshares, Inc.",Finance,Major Banks
THFF,First Financial Corporation Indiana,Finance,Major Banks
FFNW,"First Financial Northwest, Inc.",Finance,Major Banks
FHN,First Horizon National Corporation,Finance,Major Banks
FR,"First Industrial Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts
FIBK,"First Interstate BancSystem, Inc.",Finance,Major Banks
AG,First Majestic Silver Corp.,Basic Industries,Precious Metals
FRME,First Merchants Corporation,Finance,Major Banks
FMBI,"First Midwest Bancorp, Inc.",Finance,Major Banks
FSLR,"First Solar, Inc.",Technology,Semiconductors
FE,FirstEnergy Corporation,Public Utilities,Electric Utilities: Central
FISV,"Fiserv, Inc.",Technology,EDP Services
FIVE,"Five Below, Inc.",Consumer Services,Department/Specialty Retail Stores
OAKS,Five Oaks Investment Corp.,Consumer Services,Real Estate Investment Trusts
FPRX,"Five Prime Therapeutics, Inc.",Health Care,Major Pharmaceuticals
FVE,Five Star Senior Living Inc.,Health Care,Hospital/Nursing Management
FIVN,"Five9, Inc.",Technology,EDP Services
FBC,"Flagstar Bancorp, Inc.",Finance,Savings Institutions
FLT,"FleetCor Technologies, Inc.",Miscellaneous,Business Services
FLEX,Flex Ltd.,Technology,Electrical Products
FLXN,"Flexion Therapeutics, Inc.",Health Care,Major Pharmaceuticals
FLIR,"FLIR Systems, Inc.",Capital Goods,Industrial Machinery/Components
FTK,"Flotek Industries, Inc.",Basic Industries,Major Chemicals
FLO,"Flowers Foods, Inc.",Consumer Non-Durables,Packaged Foods
FLS,Flowserve Corporation,Capital Goods,Fluid Controls
FLDM,Fluidigm Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments
FLR,Fluor Corporation,Basic Industries,Military/Government/Technical
FFIC,Flushing Financial Corporation,Finance,Major Banks
FMC,FMC Corporation,Basic Industries,Major Chemicals
FMX,Fomento Economico Mexicano S.A.B. de C.V.,Consumer Non-Durables,Beverages (Production/Distribution)
FL,"Foot Locker, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
F,Ford Motor Company,Capital Goods,Auto Manufacturing
FELP,Foresight Energy LP,Energy,Coal Mining
FOR,Forestar Group Inc,Finance,Real Estate
FORM,"FormFactor, Inc.",Technology,Semiconductors
FORR,"Forrester Research, Inc.",Consumer Services,Diversified Commercial Services
FTNT,"Fortinet, Inc.",Technology,Computer peripheral equipment
FIG,Fortress Investment Group LLC,Finance,Investment Managers
FSM,Fortuna Silver Mines Inc.,Basic Industries,Precious Metals
FBHS,"Fortune Brands Home & Security, Inc.",Basic Industries,Homebuilding
FET,"Forum Energy Technologies, Inc.",Energy,Metal Fabrications
FWRD,Forward Air Corporation,Transportation,Oil Refining/Marketing
FOSL,"Fossil Group, Inc.",Consumer Non-Durables,Consumer Specialties
FMI,"Foundation Medicine, Inc.",Health Care,Medical Specialities
FOXF,Fox Factory Holding Corp.,Consumer Non-Durables,Motor Vehicles
FRAN,Francesca&#39;s Holdings Corporation,Consumer Services,Clothing/Shoe/Accessory Stores
FNV,Franco-Nevada Corporation,Basic Industries,Precious Metals
FI,Frank&#39;s International N.V.,Energy,Oilfield Services/Equipment
FC,Franklin Covey Company,Consumer Services,Other Consumer Services
BEN,"Franklin Resources, Inc.",Finance,Investment Managers
FSP,Franklin Street Properties Corp.,Consumer Services,Real Estate Investment Trusts
FRED,"Fred&#39;s, Inc.",Consumer Services,Department/Specialty Retail Stores
FCX,"Freeport-McMoran, Inc.",Basic Industries,Precious Metals
RAIL,"Freightcar America, Inc.",Capital Goods,Railroads
FMS,Fresenius Medical Care Corporation,Health Care,Hospital/Nursing Management
FDP,"Fresh Del Monte Produce, Inc.",Consumer Non-Durables,Farming/Seeds/Milling
FRPT,"Freshpet, Inc.",Consumer Non-Durables,Packaged Foods
FTR,Frontier Communications Corporation,Public Utilities,Telecommunications Equipment
FRO,Frontline Ltd.,Transportation,Marine Transportation
FTD,"FTD Companies, Inc.",Consumer Services,Other Consumer Services
FCN,"FTI Consulting, Inc.",Consumer Services,Professional Services
FTEK,"Fuel Tech, Inc.",Capital Goods,Pollution Control Equipment
FCEL,"FuelCell Energy, Inc.",Miscellaneous,Industrial Machinery/Components
FULT,Fulton Financial Corporation,Finance,Major Banks
FF,FutureFuel Corp.,Basic Industries,Major Chemicals
GAIA,"Gaia, Inc.",Consumer Services,Movies/Entertainment
GCAP,"GAIN Capital Holdings, Inc.",Finance,Investment Bankers/Brokers/Service
GALT,Galectin Therapeutics Inc.,Health Care,Major Pharmaceuticals
GALE,"Galena Biopharma, Inc.",Health Care,Major Pharmaceuticals
GME,Gamestop Corporation,Consumer Services,Electronics Distribution
GLPI,"Gaming and Leisure Properties, Inc.",Consumer Services,Real Estate Investment Trusts
GPS,"Gap, Inc. (The)",Consumer Services,Clothing/Shoe/Accessory Stores
GRMN,Garmin Ltd.,Capital Goods,Industrial Machinery/Components
IT,"Gartner, Inc.",Consumer Services,Other Consumer Services
GLOG,GasLog LP.,Consumer Services,Marine Transportation
GLOP,GasLog Partners LP,Consumer Services,Marine Transportation
GST,Gastar Exploration Inc.,Energy,Oil & Gas Production
GZT,Gazit-Globe Ltd.,Finance,Real Estate
BGC,General Cable Corporation,Basic Industries,Telecommunications Equipment
GNCMA,"General Communication, Inc.",Public Utilities,Telecommunications Equipment
GD,General Dynamics Corporation,Capital Goods,Marine Transportation
GE,General Electric Company,Energy,Consumer Electronics/Appliances
